MSG_BNS_num  MSG_UNI_symb                   MSG_magHall_symb        MSG_generators
188.220      P-6c2.1'_c[P-6m2]              P -6c 2 1'c             (-x+y,-x,-z+1/2);(x,x-y,z+1/2);(-y,-x,-z);(x,y,z+1/2)'
189.221      P-62m.1                        P -6 -2                 (-x+y,-x,-z);(-x,-x+y,-z);(y,x,z)
189.222      P-62m.1'                       P -6 -2 1'              (-x+y,-x,-z);(-x,-x+y,-z);(y,x,z);(x,y,z)'
189.223      P-6'2'm                        P -6' -2                (-x+y,-x,-z)';(-x,-x+y,-z)';(y,x,z)
189.224      P-6'2m'                        P -6' -2'               (-x+y,-x,-z)';(-x,-x+y,-z);(y,x,z)'
189.225      P-62'm'                        P -6 -2'                (-x+y,-x,-z);(-x,-x+y,-z)';(y,x,z)'
189.226      P-62m.1'_c[P-62m]              P -6 -2 1'c             (-x+y,-x,-z);(-x,-x+y,-z);(y,x,z);(x,y,z+1/2)'
190.227      P-62c.1                        P -6c -2c               (-x+y,-x,-z+1/2);(-x,-x+y,-z);(y,x,z+1/2)
190.228      P-62c.1'                       P -6c -2c 1'            (-x+y,-x,-z+1/2);(-x,-x+y,-z);(y,x,z+1/2);(x,y,z)'
190.229      P-6'2'c                        P -6c' -2c              (-x+y,-x,-z+1/2)';(-x,-x+y,-z)';(y,x,z+1/2)
190.230      P-6'2c'                        P -6c' -2c'             (-x+y,-x,-z+1/2)';(-x,-x+y,-z);(y,x,z+1/2)'
190.231      P-62'c'                        P -6c -2c'              (-x+y,-x,-z+1/2);(-x,-x+y,-z)';(y,x,z+1/2)'
190.232      P-62c.1'_c[P-62m]              P -6c -2c 1'c           (-x+y,-x,-z+1/2);(-x,-x+y,-z);(y,x,z+1/2);(x,y,z+1/2)'
191.233      P6/mmm.1                       -P 6 2                  (x-y,x,z);(x,y,-z);(x,x-y,z);(y,x,z)
191.234      P6/mmm.1'                      -P 6 2 1'               (x-y,x,z);(x,y,-z);(x,x-y,z);(y,x,z);(x,y,z)'
191.235      P6/m'mm                        P 6 2' -1'              (x-y,x,z);(x,y,-z)';(x,x-y,z);(y,x,z)
191.236      P6'/mm'm                       P 6' 2' -1'             (x-y,x,z)';(x,y,-z);(x,x-y,z)';(y,x,z)
191.237      P6'/mmm'                       P 6' 2 -1'              (x-y,x,z)';(x,y,-z);(x,x-y,z);(y,x,z)'
191.238      P6'/m'm'm                      -P 6' 2                 (x-y,x,z)';(x,y,-z)';(x,x-y,z)';(y,x,z)
191.239      P6'/m'mm'                      -P 6' 2'                (x-y,x,z)';(x,y,-z)';(x,x-y,z);(y,x,z)'
191.240      P6/mm'm'                       -P 6 2'                 (x-y,x,z);(x,y,-z);(x,x-y,z)';(y,x,z)'
191.241      P6/m'm'm'                      P 6 2 -1'               (x-y,x,z);(x,y,-z)';(x,x-y,z)';(y,x,z)'
191.242      P6/mmm.1'_c[P6/mmm]            -P 6 2 1'c              (x-y,x,z);(x,y,-z);(x,x-y,z);(y,x,z);(x,y,z+1/2)'
192.243      P6/mcc.1                       -P 6 2c                 (x-y,x,z);(x,y,-z);(x,x-y,z+1/2);(y,x,z+1/2)
192.244      P6/mcc.1'                      -P 6 2c 1'              (x-y,x,z);(x,y,-z);(x,x-y,z+1/2);(y,x,z+1/2);(x,y,z)'
192.245      P6/m'cc                        P 6 2c' -1'             (x-y,x,z);(x,y,-z)';(x,x-y,z+1/2);(y,x,z+1/2)
192.246      P6'/mc'c                       P 6' 2c' -1'            (x-y,x,z)';(x,y,-z);(x,x-y,z+1/2)';(y,x,z+1/2)
192.247      P6'/mcc'                       P 6' 2c -1'             (x-y,x,z)';(x,y,-z);(x,x-y,z+1/2);(y,x,z+1/2)'
192.248      P6'/m'c'c                      -P 6' 2c                (x-y,x,z)';(x,y,-z)';(x,x-y,z+1/2)';(y,x,z+1/2)
192.249      P6'/m'cc'                      -P 6' 2c'               (x-y,x,z)';(x,y,-z)';(x,x-y,z+1/2);(y,x,z+1/2)'
192.250      P6/mc'c'                       -P 6 2c'                (x-y,x,z);(x,y,-z);(x,x-y,z+1/2)';(y,x,z+1/2)'
192.251      P6/m'c'c'                      P 6 2c -1'              (x-y,x,z);(x,y,-z)';(x,x-y,z+1/2)';(y,x,z+1/2)'
192.252      P6/mcc.1'_c[P6/mmm]            -P 6 2c 1'c             (x-y,x,z);(x,y,-z);(x,x-y,z+1/2);(y,x,z+1/2);(x,y,z+1/2)'
193.253      P6_3/mcm.1                     -P 6c 2                 (x-y,x,z+1/2);(x,y,-z+1/2);(x,x-y,z+1/2);(y,x,z)
193.254      P6_3/mcm.1'                    -P 6c 2 1'              (x-y,x,z+1/2);(x,y,-z+1/2);(x,x-y,z+1/2);(y,x,z);(x,y,z)'
193.255      P6_3/m'cm                      P 6c 2' -1'             (x-y,x,z+1/2);(x,y,-z+1/2)';(x,x-y,z+1/2);(y,x,z)
193.256      P6_3'/mc'm                     P 6c' 2' -1'            (x-y,x,z+1/2)';(x,y,-z+1/2);(x,x-y,z+1/2)';(y,x,z)
193.257      P6_3'/mcm'                     P 6c' 2 -1'             (x-y,x,z+1/2)';(x,y,-z+1/2);(x,x-y,z+1/2);(y,x,z)'
193.258      P6_3'/m'c'm                    -P 6c' 2                (x-y,x,z+1/2)';(x,y,-z+1/2)';(x,x-y,z+1/2)';(y,x,z)
193.259      P6_3'/m'cm'                    -P 6c' 2'               (x-y,x,z+1/2)';(x,y,-z+1/2)';(x,x-y,z+1/2);(y,x,z)'
193.260      P6_3/mc'm'                     -P 6c 2'                (x-y,x,z+1/2);(x,y,-z+1/2);(x,x-y,z+1/2)';(y,x,z)'
193.261      P6_3/m'c'm'                    P 6c 2 -1'              (x-y,x,z+1/2);(x,y,-z+1/2)';(x,x-y,z+1/2)';(y,x,z)'
193.262      P6_3/mcm.1'_c[P6/mmm]          -P 6c 2 1'c             (x-y,x,z+1/2);(x,y,-z+1/2);(x,x-y,z+1/2);(y,x,z);(x,y,z+1/2)'
194.263      P6_3/mmc.1                     -P 6c 2c                (x-y,x,z+1/2);(x,y,-z+1/2);(x,x-y,z);(y,x,z+1/2)
194.264      P6_3/mmc.1'                    -P 6c 2c 1'             (x-y,x,z+1/2);(x,y,-z+1/2);(x,x-y,z);(y,x,z+1/2);(x,y,z)'
194.265      P6_3/m'mc                      P 6c 2c' -1'            (x-y,x,z+1/2);(x,y,-z+1/2)';(x,x-y,z);(y,x,z+1/2)
194.266      P6_3'/mm'c                     P 6c' 2c' -1'           (x-y,x,z+1/2)';(x,y,-z+1/2);(x,x-y,z)';(y,x,z+1/2)
194.267      P6_3'/mmc'                     P 6c' 2c -1'            (x-y,x,z+1/2)';(x,y,-z+1/2);(x,x-y,z);(y,x,z+1/2)'
194.268      P6_3'/m'm'c                    -P 6c' 2c               (x-y,x,z+1/2)';(x,y,-z+1/2)';(x,x-y,z)';(y,x,z+1/2)
194.269      P6_3'/m'mc'                    -P 6c' 2c'              (x-y,x,z+1/2)';(x,y,-z+1/2)';(x,x-y,z);(y,x,z+1/2)'
194.270      P6_3/mm'c'                     -P 6c 2c'               (x-y,x,z+1/2);(x,y,-z+1/2);(x,x-y,z)';(y,x,z+1/2)'
194.271      P6_3/m'm'c'                    P 6c 2c -1'             (x-y,x,z+1/2);(x,y,-z+1/2)';(x,x-y,z)';(y,x,z+1/2)'
194.272      P6_3/mmc.1'_c[P6/mmm]          -P 6c 2c 1'c            (x-y,x,z+1/2);(x,y,-z+1/2);(x,x-y,z);(y,x,z+1/2);(x,y,z+1/2)'
195.1        P23.1                          P 2 2 3                 (-x,-y,z);(z,x,y)
195.2        P23.1'                         P 2 2 3 1'              (-x,-y,z);(z,x,y);(x,y,z)'
195.3        P23.1'_I[I23]                  P 2 2 3 1'I             (-x,-y,z);(z,x,y);(x+1/2,y+1/2,z+1/2)'
196.4        F23.1                          F 2 2 3                 (x+1/2,y+1/2,z);(-x,-y,z);(z,x,y)
196.5        F23.1'                         F 2 2 3 1'              (x+1/2,y+1/2,z);(-x,-y,z);(z,x,y);(x,y,z)'
196.6        F23.1'_I[P23]                  F 2 2 3 1'n             (x+1/2,y+1/2,z);(-x,-y,z);(z,x,y);(x+1/2,y+1/2,z+1/2)'
197.7        I23.1                          I 2 2 3                 (x+1/2,y+1/2,z+1/2);(-x,-y,z);(z,x,y)
197.8        I23.1'                         I 2 2 3 1'              (x+1/2,y+1/2,z+1/2);(-x,-y,z);(z,x,y);(x,y,z)'
198.9        P2_13.1                        P 2ac 2ab 3             (-x+1/2,-y,z+1/2);(z,x,y)
198.10       P2_13.1'                       P 2ac 2ab 3 1'          (-x+1/2,-y,z+1/2);(z,x,y);(x,y,z)'
198.11       P2_13.1'_I[I2_13]              P 2ac 2ab 3 1'I         (-x+1/2,-y,z+1/2);(z,x,y);(x+1/2,y+1/2,z+1/2)'
199.12       I2_13.1                        I 2b 2c 3               (x+1/2,y+1/2,z+1/2);(-x,-y+1/2,z);(z,x,y)
199.13       I2_13.1'                       I 2b 2c 3 1'            (x+1/2,y+1/2,z+1/2);(-x,-y+1/2,z);(z,x,y);(x,y,z)'
200.14       Pm-3.1                         -P 2 2 3                (x,y,-z);(-z,-x,-y)
200.15       Pm-3.1'                        -P 2 2 3 1'             (x,y,-z);(-z,-x,-y);(x,y,z)'
200.16       Pm'-3'                         P 2 2 3 -1'             (x,y,-z)';(-z,-x,-y)'
200.17       Pm-3.1'_I[Im-3]                -P 2 2 3 1'I            (x,y,-z);(-z,-x,-y);(x+1/2,y+1/2,z+1/2)'
201.18       Pn-3.1                         -P 2ab 2bc 3            (x+1/2,y+1/2,-z);(-z,-x,-y)
201.19       Pn-3.1'                        -P 2ab 2bc 3 1'         (x+1/2,y+1/2,-z);(-z,-x,-y);(x,y,z)'
201.20       Pn'-3'                         P 2ab 2bc 3 -1'         (x+1/2,y+1/2,-z)';(-z,-x,-y)'
201.21       Pn-3.1'_I[Im-3]                -P 2ab 2bc 3 1'I        (x+1/2,y+1/2,-z);(-z,-x,-y);(x+1/2,y+1/2,z+1/2)'
202.22       Fm-3.1                         -F 2 2 3                (x+1/2,y+1/2,z);(x,y,-z);(-z,-x,-y)
202.23       Fm-3.1'                        -F 2 2 3 1'             (x+1/2,y+1/2,z);(x,y,-z);(-z,-x,-y);(x,y,z)'
202.24       Fm'-3'                         F 2 2 3 -1'             (x+1/2,y+1/2,z);(x,y,-z)';(-z,-x,-y)'
202.25       Fm-3.1'_I[Pm-3]                -F 2 2 3 1'n            (x+1/2,y+1/2,z);(x,y,-z);(-z,-x,-y);(x+1/2,y+1/2,z+1/2)'
203.26       Fd-3.1                         -F 2uv 2vw 3            (x+1/2,y+1/2,z);(x+1/4,y+1/4,-z);(-z,-x,-y)
203.27       Fd-3.1'                        -F 2uv 2vw 3 1'         (x+1/2,y+1/2,z);(x+1/4,y+1/4,-z);(-z,-x,-y);(x,y,z)'
203.28       Fd'-3'                         F 2uv 2vw 3 -1'         (x+1/2,y+1/2,z);(x+1/4,y+1/4,-z)';(-z,-x,-y)'
203.29       Fd-3.1'_I[Pn-3]                -F 2uv 2vw 3 1'n        (x+1/2,y+1/2,z);(x+1/4,y+1/4,-z);(-z,-x,-y);(x+1/2,y+1/2,z+1/2)'
204.30       Im-3.1                         -I 2 2 3                (x+1/2,y+1/2,z+1/2);(x,y,-z);(-z,-x,-y)
204.31       Im-3.1'                        -I 2 2 3 1'             (x+1/2,y+1/2,z+1/2);(x,y,-z);(-z,-x,-y);(x,y,z)'
204.32       Im'-3'                         I 2 2 3 -1'             (x+1/2,y+1/2,z+1/2);(x,y,-z)';(-z,-x,-y)'
205.33       Pa-3.1                         -P 2ac 2ab 3            (x+1/2,y,-z+1/2);(-z,-x,-y)
205.34       Pa-3.1'                        -P 2ac 2ab 3 1'         (x+1/2,y,-z+1/2);(-z,-x,-y);(x,y,z)'
205.35       Pa'-3'                         P 2ac 2ab 3 -1'         (x+1/2,y,-z+1/2)';(-z,-x,-y)'
205.36       Pa-3.1'_I[Ia-3]                -P 2ac 2ab 3 1'I        (x+1/2,y,-z+1/2);(-z,-x,-y);(x+1/2,y+1/2,z+1/2)'
206.37       Ia-3.1                         -I 2b 2c 3              (x+1/2,y+1/2,z+1/2);(x,y+1/2,-z);(-z,-x,-y)
206.38       Ia-3.1'                        -I 2b 2c 3 1'           (x+1/2,y+1/2,z+1/2);(x,y+1/2,-z);(-z,-x,-y);(x,y,z)'
206.39       Ia'-3'                         I 2b 2c 3 -1'           (x+1/2,y+1/2,z+1/2);(x,y+1/2,-z)';(-z,-x,-y)'
207.40       P432.1                         P 4 2 3                 (-y,x,z);(z,x,y);(-y,-x,-z)
207.41       P432.1'                        P 4 2 3 1'              (-y,x,z);(z,x,y);(-y,-x,-z);(x,y,z)'
207.42       P4'32'                         P 4' 2 3                (-y,x,z)';(z,x,y);(-y,-x,-z)'
207.43       P432.1'_I[I432]                P 4 2 3 1'I             (-y,x,z);(z,x,y);(-y,-x,-z);(x+1/2,y+1/2,z+1/2)'
208.44       P4_232.1                       P 4n 2 3                (-y+1/2,x+1/2,z+1/2);(z,x,y);(-y+1/2,-x+1/2,-z+1/2)
208.45       P4_232.1'                      P 4n 2 3 1'             (-y+1/2,x+1/2,z+1/2);(z,x,y);(-y+1/2,-x+1/2,-z+1/2);(x,y,z)'
208.46       P4_2'32'                       P 4n' 2 3               (-y+1/2,x+1/2,z+1/2)';(z,x,y);(-y+1/2,-x+1/2,-z+1/2)'
208.47       P4_232.1'_I[I432]              P 4n 2 3 1'I            (-y+1/2,x+1/2,z+1/2);(z,x,y);(-y+1/2,-x+1/2,-z+1/2);(x+1/2,y+1/2,z+1/2)'
209.48       F432.1                         F 4 2 3                 (x+1/2,y+1/2,z);(-y,x,z);(z,x,y);(-y,-x,-z)
209.49       F432.1'                        F 4 2 3 1'              (x+1/2,y+1/2,z);(-y,x,z);(z,x,y);(-y,-x,-z);(x,y,z)'
209.50       F4'32'                         F 4' 2 3                (x+1/2,y+1/2,z);(-y,x,z)';(z,x,y);(-y,-x,-z)'
209.51       F432.1'_I[P432]                F 4 2 3 1'n             (x+1/2,y+1/2,z);(-y,x,z);(z,x,y);(-y,-x,-z);(x+1/2,y+1/2,z+1/2)'
210.52       F4_132.1                       F 4d 2 3                (x+1/2,y+1/2,z);(-y+1/4,x+1/4,z+1/4);(z,x,y);(-y+1/4,-x+1/4,-z+1/4)
210.53       F4_132.1'                      F 4d 2 3 1'             (x+1/2,y+1/2,z);(-y+1/4,x+1/4,z+1/4);(z,x,y);(-y+1/4,-x+1/4,-z+1/4);(x,y,z)'
210.54       F4_1'32'                       F 4d' 2 3               (x+1/2,y+1/2,z);(-y+1/4,x+1/4,z+1/4)';(z,x,y);(-y+1/4,-x+1/4,-z+1/4)'
210.55       F4_132.1'_I[P4_232]            F 4d 2 3 1'n            (x+1/2,y+1/2,z);(-y+1/4,x+1/4,z+1/4);(z,x,y);(-y+1/4,-x+1/4,-z+1/4);(x+1/2,y+1/2,z+1/2)'
211.56       I432.1                         I 4 2 3                 (x+1/2,y+1/2,z+1/2);(-y,x,z);(z,x,y);(-y,-x,-z)
211.57       I432.1'                        I 4 2 3 1'              (x+1/2,y+1/2,z+1/2);(-y,x,z);(z,x,y);(-y,-x,-z);(x,y,z)'
211.58       I4'32'                         I 4' 2 3                (x+1/2,y+1/2,z+1/2);(-y,x,z)';(z,x,y);(-y,-x,-z)'
212.59       P4_332.1                       P 4acd 2ab 3            (-y+3/4,x+1/4,z+3/4);(z,x,y);(-y+1/4,-x+1/4,-z+1/4)
212.60       P4_332.1'                      P 4acd 2ab 3 1'         (-y+3/4,x+1/4,z+3/4);(z,x,y);(-y+1/4,-x+1/4,-z+1/4);(x,y,z)'
212.61       P4_3'32'                       P 4acd' 2ab 3           (-y+3/4,x+1/4,z+3/4)';(z,x,y);(-y+1/4,-x+1/4,-z+1/4)'
212.62       P4_332.1'_I[I4_132]            P 4acd 2ab 3 1'I        (-y+3/4,x+1/4,z+3/4);(z,x,y);(-y+1/4,-x+1/4,-z+1/4);(x+1/2,y+1/2,z+1/2)'
213.63       P4_132.1                       P 4bd 2ab 3             (-y+1/4,x+3/4,z+1/4);(z,x,y);(-y+3/4,-x+3/4,-z+3/4)
213.64       P4_132.1'                      P 4bd 2ab 3 1'          (-y+1/4,x+3/4,z+1/4);(z,x,y);(-y+3/4,-x+3/4,-z+3/4);(x,y,z)'
213.65       P4_1'32'                       P 4bd' 2ab 3            (-y+1/4,x+3/4,z+1/4)';(z,x,y);(-y+3/4,-x+3/4,-z+3/4)'
213.66       P4_132.1'_I[I4_132]            P 4bd 2ab 3 1'I         (-y+1/4,x+3/4,z+1/4);(z,x,y);(-y+3/4,-x+3/4,-z+3/4);(x+1/2,y+1/2,z+1/2)'
214.67       I4_132.1                       I 4bd 2c 3              (x+1/2,y+1/2,z+1/2);(-y+1/4,x+3/4,z+1/4);(z,x,y);(-y+1/4,-x+1/4,-z+1/4)
214.68       I4_132.1'                      I 4bd 2c 3 1'           (x+1/2,y+1/2,z+1/2);(-y+1/4,x+3/4,z+1/4);(z,x,y);(-y+1/4,-x+1/4,-z+1/4);(x,y,z)'
214.69       I4_1'32'                       I 4bd' 2c 3             (x+1/2,y+1/2,z+1/2);(-y+1/4,x+3/4,z+1/4)';(z,x,y);(-y+1/4,-x+1/4,-z+1/4)'
215.70       P-43m.1                        P -4 2 3                (y,-x,-z);(z,x,y);(y,x,z)
215.71       P-43m.1'                       P -4 2 3 1'             (y,-x,-z);(z,x,y);(y,x,z);(x,y,z)'
215.72       P-4'3m'                        P -4' 2 3               (y,-x,-z)';(z,x,y);(y,x,z)'
215.73       P-43m.1'_I[I-43m]              P -4 2 3 1'I            (y,-x,-z);(z,x,y);(y,x,z);(x+1/2,y+1/2,z+1/2)'
216.74       F-43m.1                        F -4 2 3                (x+1/2,y+1/2,z);(y,-x,-z);(z,x,y);(y,x,z)
216.75       F-43m.1'                       F -4 2 3 1'             (x+1/2,y+1/2,z);(y,-x,-z);(z,x,y);(y,x,z);(x,y,z)'
216.76       F-4'3m'                        F -4' 2 3               (x+1/2,y+1/2,z);(y,-x,-z)';(z,x,y);(y,x,z)'
216.77       F-43m.1'_I[P-43m]              F -4 2 3 1'n            (x+1/2,y+1/2,z);(y,-x,-z);(z,x,y);(y,x,z);(x+1/2,y+1/2,z+1/2)'
217.78       I-43m.1                        I -4 2 3                (x+1/2,y+1/2,z+1/2);(y,-x,-z);(z,x,y);(y,x,z)
217.79       I-43m.1'                       I -4 2 3 1'             (x+1/2,y+1/2,z+1/2);(y,-x,-z);(z,x,y);(y,x,z);(x,y,z)'
217.80       I-4'3m'                        I -4' 2 3               (x+1/2,y+1/2,z+1/2);(y,-x,-z)';(z,x,y);(y,x,z)'
218.81       P-43n.1                        P -4n 2 3               (y+1/2,-x+1/2,-z+1/2);(z,x,y);(y+1/2,x+1/2,z+1/2)
218.82       P-43n.1'                       P -4n 2 3 1'            (y+1/2,-x+1/2,-z+1/2);(z,x,y);(y+1/2,x+1/2,z+1/2);(x,y,z)'
218.83       P-4'3n'                        P -4n' 2 3              (y+1/2,-x+1/2,-z+1/2)';(z,x,y);(y+1/2,x+1/2,z+1/2)'
218.84       P-43n.1'_I[I-43m]              P -4n 2 3 1'I           (y+1/2,-x+1/2,-z+1/2);(z,x,y);(y+1/2,x+1/2,z+1/2);(x+1/2,y+1/2,z+1/2)'
219.85       F-43c.1                        F -4c 2 3               (x+1/2,y+1/2,z);(y+1/2,-x+1/2,-z+1/2);(z,x,y);(y+1/2,x+1/2,z+1/2)
219.86       F-43c.1'                       F -4c 2 3 1'            (x+1/2,y+1/2,z);(y+1/2,-x+1/2,-z+1/2);(z,x,y);(y+1/2,x+1/2,z+1/2);(x,y,z)'
219.87       F-4'3c'                        F -4c' 2 3              (x+1/2,y+1/2,z);(y+1/2,-x+1/2,-z+1/2)';(z,x,y);(y+1/2,x+1/2,z+1/2)'
219.88       F-43c.1'_I[P-43m]              F -4c 2 3 1'n           (x+1/2,y+1/2,z);(y+1/2,-x+1/2,-z+1/2);(z,x,y);(y+1/2,x+1/2,z+1/2);(x+1/2,y+1/2,z+1/2)'
220.89       I-43d.1                        I -4bd 2c 3             (x+1/2,y+1/2,z+1/2);(y+1/4,-x+3/4,-z+1/4);(z,x,y);(y+1/4,x+1/4,z+1/4)
220.90       I-43d.1'                       I -4bd 2c 3 1'          (x+1/2,y+1/2,z+1/2);(y+1/4,-x+3/4,-z+1/4);(z,x,y);(y+1/4,x+1/4,z+1/4);(x,y,z)'
220.91       I-4'3d'                        I -4bd' 2c 3            (x+1/2,y+1/2,z+1/2);(y+1/4,-x+3/4,-z+1/4)';(z,x,y);(y+1/4,x+1/4,z+1/4)'
221.92       Pm-3m.1                        -P 4 2 3                (x,y,-z);(-z,-x,-y);(y,x,z)
221.93       Pm-3m.1'                       -P 4 2 3 1'             (x,y,-z);(-z,-x,-y);(y,x,z);(x,y,z)'
221.94       Pm'-3'm                        P 4' 2 3 -1'            (x,y,-z)';(-z,-x,-y)';(y,x,z)
221.95       Pm-3m'                         -P 4' 2 3               (x,y,-z);(-z,-x,-y);(y,x,z)'
221.96       Pm'-3'm'                       P 4 2 3 -1'             (x,y,-z)';(-z,-x,-y)';(y,x,z)'
221.97       Pm-3m.1'_I[Im-3m]              -P 4 2 3 1'I            (x,y,-z);(-z,-x,-y);(y,x,z);(x+1/2,y+1/2,z+1/2)'
222.98       Pn-3n.1                        -P 4a 2bc 3             (x+1/2,y+1/2,-z);(-z,-x,-y);(y+1/2,x+1/2,z+1/2)
222.99       Pn-3n.1'                       -P 4a 2bc 3 1'          (x+1/2,y+1/2,-z);(-z,-x,-y);(y+1/2,x+1/2,z+1/2);(x,y,z)'
222.100      Pn'-3'n                        P 4a' 2bc 3 -1'         (x+1/2,y+1/2,-z)';(-z,-x,-y)';(y+1/2,x+1/2,z+1/2)
222.101      Pn-3n'                         -P 4a' 2bc 3            (x+1/2,y+1/2,-z);(-z,-x,-y);(y+1/2,x+1/2,z+1/2)'
222.102      Pn'-3'n'                       P 4a 2bc 3 -1'          (x+1/2,y+1/2,-z)';(-z,-x,-y)';(y+1/2,x+1/2,z+1/2)'
222.103      Pn-3n.1'_I[Im-3m]              -P 4a 2bc 3 1'I         (x+1/2,y+1/2,-z);(-z,-x,-y);(y+1/2,x+1/2,z+1/2);(x+1/2,y+1/2,z+1/2)'
223.104      Pm-3n.1                        -P 4n 2 3               (x,y,-z);(-z,-x,-y);(y+1/2,x+1/2,z+1/2)
223.105      Pm-3n.1'                       -P 4n 2 3 1'            (x,y,-z);(-z,-x,-y);(y+1/2,x+1/2,z+1/2);(x,y,z)'
223.106      Pm'-3'n                        P 4n' 2 3 -1'           (x,y,-z)';(-z,-x,-y)';(y+1/2,x+1/2,z+1/2)
223.107      Pm-3n'                         -P 4n' 2 3              (x,y,-z);(-z,-x,-y);(y+1/2,x+1/2,z+1/2)'
223.108      Pm'-3'n'                       P 4n 2 3 -1'            (x,y,-z)';(-z,-x,-y)';(y+1/2,x+1/2,z+1/2)'
223.109      Pm-3n.1'_I[Im-3m]              -P 4n 2 3 1'I           (x,y,-z);(-z,-x,-y);(y+1/2,x+1/2,z+1/2);(x+1/2,y+1/2,z+1/2)'
224.110      Pn-3m.1                        -P 4bc 2bc 3            (x+1/2,y+1/2,-z);(-z,-x,-y);(y,x,z)
224.111      Pn-3m.1'                       -P 4bc 2bc 3 1'         (x+1/2,y+1/2,-z);(-z,-x,-y);(y,x,z);(x,y,z)'
224.112      Pn'-3'm                        P 4bc' 2bc 3 -1'        (x+1/2,y+1/2,-z)';(-z,-x,-y)';(y,x,z)
224.113      Pn-3m'                         -P 4bc' 2bc 3           (x+1/2,y+1/2,-z);(-z,-x,-y);(y,x,z)'
224.114      Pn'-3'm'                       P 4bc 2bc 3 -1'         (x+1/2,y+1/2,-z)';(-z,-x,-y)';(y,x,z)'
224.115      Pn-3m.1'_I[Im-3m]              -P 4bc 2bc 3 1'I        (x+1/2,y+1/2,-z);(-z,-x,-y);(y,x,z);(x+1/2,y+1/2,z+1/2)'
225.116      Fm-3m.1                        -F 4 2 3                (x+1/2,y+1/2,z);(x,y,-z);(-z,-x,-y);(y,x,z)
225.117      Fm-3m.1'                       -F 4 2 3 1'             (x+1/2,y+1/2,z);(x,y,-z);(-z,-x,-y);(y,x,z);(x,y,z)'
225.118      Fm'-3'm                        F 4' 2 3 -1'            (x+1/2,y+1/2,z);(x,y,-z)';(-z,-x,-y)';(y,x,z)
225.119      Fm-3m'                         -F 4' 2 3               (x+1/2,y+1/2,z);(x,y,-z);(-z,-x,-y);(y,x,z)'
225.120      Fm'-3'm'                       F 4 2 3 -1'             (x+1/2,y+1/2,z);(x,y,-z)';(-z,-x,-y)';(y,x,z)'
225.121      Fm-3m.1'_I[Pm-3m]              -F 4 2 3 1'n            (x+1/2,y+1/2,z);(x,y,-z);(-z,-x,-y);(y,x,z);(x+1/2,y+1/2,z+1/2)'
